Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
216,Toronto Maple Leafs,Mike Gregorio,US,G,,1988,,Cushing Academy (High-MA),,,,,,,,,,,,,,
217,Los Angeles Kings,Doug Laprade,CA,RW,,1988,,Lake Superior State (CCHA),,,,,,,,,,,,,,
218,Chicago Blackhawks,Dirk Tenzer,US,D,,1988,,St. Paul's (High-NH),,,,,,,,,,,,,,
219,St. Louis Blues,Heath DeBoer,US,D,,1988,,Spring Lake Park (High-MN),,,,,,,,,,,,,,
220,Winnipeg Jets,Kevin Heise,CA,LW,,1988,,Lethbridge (WHL),,,,,,,,,,,,,,
221,Hartford Whalers,Rob White,CA,D,,1988,,St. Lawrence (ECAC),,,,,,,,,,,,,,
222,New Jersey Devils,Charles Hughes,US,G,,1988,,Catholic Memorial (High-MA),,,,,,,,,,,,,,
223,Buffalo Sabres,Thomas Nieman,US,RW,,1988,,Choate Academy (High-CT),,,,,,,,,,,,,,
224,Philadelphia Flyers,Scott Billey,US,RW,,1988,,Madison,,,,,,,,,,,,,,
225,Washington Capitals,Chris Venkus,US,RW,,1988,,Western Michigan (CCHA),,,,,,,,,,,,,,
226,New York Islanders,Phillip Neururer,US,D,,1988,,Osseo (High-MN),,,,,,,,,,,,,,
227,Detroit Red Wings,Darren Colbourne,CA,RW,,1988,,Cornwall (OHL),,,,,,,,,,,,,,
228,Boston Bruins,Eric Reisman,US,D,,1988,,Ohio State (CCHA),,,,,,,,,,,,,,
229,Edmonton Oilers,Darin MacDonald,CA,LW,,1988,,Boston University (H-East),,,,,,,,,,,,,,
230,Montreal Canadiens,Kevin Dahl\dahlke01,CA,D,19,1988,2001,Bowling Green (CCHA),188,7,22,29,11,153,,,,,,,8.4,
231,Calgary Flames,Dave Tretowicz,US,D,,1988,,Clarkson (ECAC),,,,,,,,,,,,,,
232,Minnesota North Stars,Trent Andison,CA,LW,,1988,,Cornwall (OHL),,,,,,,,,,,,,,
233,Vancouver Canucks,Steffan Nilsson,SE,LW,,1988,,Troja (Sweden-3),,,,,,,,,,,,,,
234,Quebec Nordiques,Claude Lapointe\lapoicl01,CA,LW/C,19,1988,2004,Laval (QMJHL),879,127,178,305,-61,721,,,,,,,16,
235,Pittsburgh Penguins,Darren Stolk,CA,D,,1988,,Lethbridge (WHL),,,,,,,,,,,,,,
236,New York Rangers,Keith Slifstein,US,RW,,1988,,Choate Academy (High-CT),,,,,,,,,,,,,,
237,Toronto Maple Leafs,Peter DeBoer,CA,RW,,1988,,Windsor (OHL),,,,,,,,,,,,,,
238,Los Angeles Kings,Joe Flanagan,US,C,,1988,,Canterbury (High-CT),,,,,,,,,,,,,,
239,Chicago Blackhawks,Andreas Lupzig,DE,C,,1988,,Landshut (Germany),,,,,,,,,,,,,,
240,St. Louis Blues,Michael Francis,US,G,,1988,,Harvard (ECAC),,,,,,,,,,,,,,
241,Winnipeg Jets,Kyle Galloway,CA,D,,1988,,U. Manitoba (CWUAA),,,,,,,,,,,,,,
242,Hartford Whalers,Dan Slatalla,US,LW,,1988,,Deerfield Academy (High-MA),,,,,,,,,,,,,,
243,Buffalo Sabres,Michael Pohl,DE,C,,1988,,Miami (Ohio) (CCHA),,,,,,,,,,,,,,
244,New Jersey Devils,Robert Wallwork,US,C,,1988,,Rosenheim (Germany),,,,,,,,,,,,,,
245,Philadelphia Flyers,Drahomir Kadlec,CZ,D,,1988,,Dukla Jihlava (Czech-2),,,,,,,,,,,,,,
246,Washington Capitals,Ron Pascucci,US,D,,1988,,Belmont Hill (High-MA),,,,,,,,,,,,,,
247,New York Islanders,Joe Caprinni,US,G,,1988,,Babson College,,,,,,,,,,,,,,
248,Detroit Red Wings,Donald Stone,US,C,,1988,,Michigan (CCHA),,,,,,,,,,,,,,
249,Boston Bruins,Doug Jones,CA,D,,1988,,Kitchener (OHL),,,,,,,,,,,,,,
250,Edmonton Oilers,Tim Tisdale,CA,C,,1988,,Swift Current (WHL),,,,,,,,,,,,,,
251,Montreal Canadiens,Dave Kunda,CA,D,,1988,,U. of Guelph (OUA),,,,,,,,,,,,,,
252,Calgary Flames,Sergei Priakin\priakse01,RU,RW,24,1988,1991,Krylja Sovetov (Russia),46,3,8,11,-9,2,,,,,,,-0.5,
