Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
222,Quebec Nordiques,Doug Friedman,US,LW,20,1991,1999,Boston University (H-East),18,0,1,1,0,34,,,,,,,-0.3,
223,Toronto Maple Leafs,Johnathon Kelley,US,C,,1991,,Arlington Catholic (High-MA),,,,,,,,,,,,,,
224,New York Islanders,Marcus Thuresson,SE,C,,1991,,Leksand (Sweden),,,,,,,,,,,,,,
225,Winnipeg Jets,Jason Jennings,CA,RW,,1991,,Western Michigan (CCHA),,,,,,,,,,,,,,
226,Philadelphia Flyers,Neil Little,CA,G,19,1991,2004,RPI (ECAC),2,0,0,0,0,10,2,0,2,0,0.838,3.86,-0.1,
227,Vancouver Canucks,Jason Fitzsimmons,CA,G,,1991,,Moose Jaw (WHL),,,,,,,,,,,,,,
228,Minnesota North Stars,Shayne Green,CA,RW,,1991,,Kamloops (WHL),,,,,,,,,,,,,,
229,Hartford Whalers,Mike Santonelli,US,C,,1991,,Matignon (High-MA),,,,,,,,,,,,,,
230,Detroit Red Wings,Bart Turner,US,LW,,1991,,Michigan State (CCHA),,,,,,,,,,,,,,
231,New Jersey Devils,Kevin Riehl,CA,C,,1991,,Medicine Hat (WHL),,,,,,,,,,,,,,
232,Edmonton Oilers,Yevgeny Belosheiken,RU,G,,1991,,CSKA Moscow (Russia),,,,,,,,,,,,,,
233,Buffalo Sabres,Mikhail Volkov,RU,RW,,1991,,Krylja Sovetov (Russia),,,,,,,,,,,,,,
234,Washington Capitals,Rob Puchniak,CA,D,,1991,,Lethbridge (WHL),,,,,,,,,,,,,,
235,New York Rangers,Vitali Chinakhov,RU,C,,1991,,Torpedo Yaroslavl (KHL),,,,,,,,,,,,,,
236,Pittsburgh Penguins,Paul Dyck,CA,D,,1991,,Moose Jaw (WHL),,,,,,,,,,,,,,
237,Montreal Canadiens,Paul Lepler,US,D,,1991,,Rochester (USHL),,,,,,,,,,,,,,
238,Boston Bruins,Stephen Lombardi,US,C,,1991,,Deerfield Academy (High-MA),,,,,,,,,,,,,,
239,Calgary Flames,Marko Jantunen,FI,C,20,1991,1997,Reipas Lahti (Finland),3,0,0,0,-1,0,,,,,,,-0.1,
240,Los Angeles Kings,Andre Bouliane,CA,G,,1991,,Longueuil (QMJHL),,,,,,,,,,,,,,
241,St. Louis Blues,Kevin Rappana,US,D,,1991,,Duluth East (High-MN),,,,,,,,,,,,,,
242,Chicago Blackhawks,Mike Larkin,US,D,,1991,,Rice Memorial (High-MA),,,,,,,,,,,,,,
243,San Jose Sharks,Mikhail Kravets,RU,RW,27,1991,1993,SKA Leningrad (KHL),2,0,0,0,-1,0,,,,,,,-0.1,
244,Quebec Nordiques,Eric Meloche,CA,RW,,1991,,Drummondville (QMJHL),,,,,,,,,,,,,,
245,Toronto Maple Leafs,Chris O'Rourke,CA,D,,1991,,Alaska-Fairbanks (NCAA-Ind.),,,,,,,,,,,,,,
246,New York Islanders,Marty Schriner,US,C,,1991,,North Dakota (WCHA),,,,,,,,,,,,,,
247,Winnipeg Jets,Sergei Sorokin,RU,D,,1991,,Dynamo Moscow (Russia),,,,,,,,,,,,,,
248,Philadelphia Flyers,John Porco,CA,C,,1991,,Belleville (OHL),,,,,,,,,,,,,,
249,Vancouver Canucks,Xavier Majic,CA,C,,1991,,RPI (ECAC),,,,,,,,,,,,,,
250,Minnesota North Stars,Jukka Suomalainen,FI,D,,1991,,Kauniainen GrlFK,,,,,,,,,,,,,,
251,Hartford Whalers,Rob Peters,US,D,,1991,,Ohio State (CCHA),,,,,,,,,,,,,,
252,Detroit Red Wings,Andrew Miller,CA,RW,,1991,,Wexford Jr. B (MJHL),,,,,,,,,,,,,,
253,New Jersey Devils,Jason Hehr,CA,D,,1991,,Kelowna (BCHL),,,,,,,,,,,,,,
254,Edmonton Oilers,Juha Riihijarvi,FI,RW,,1991,,Karpat Oulu (Finland),,,,,,,,,,,,,,
255,Buffalo Sabres,Michael Smith,CA,D,,1991,,Lake Superior State (CCHA),,,,,,,,,,,,,,
256,Washington Capitals,Bill Kovacs,CA,LW,,1991,,Sudbury (OHL),,,,,,,,,,,,,,
257,New York Rangers,Brian Wiseman,CA,C,20,1991,1997,Michigan (CCHA),3,0,0,0,0,0,,,,,,,-0.1,
258,Pittsburgh Penguins,Pasi Huura,FI,D,,1991,,Ilves Tampere (Finland),,,,,,,,,,,,,,
259,Montreal Canadiens,Dale Hooper,US,D,,1991,,Springfield Jr. B,,,,,,,,,,,,,,
260,Boston Bruins,Torsten Kienass,DE,D,,1991,,Dynamo Berlin (Germany),,,,,,,,,,,,,,
261,Calgary Flames,Andrei Trefilov,RU,G,22,1991,1999,Dynamo Moscow (Russia),54,0,0,0,0,10,54,12,25,4,0.897,3.45,7.6,
262,Los Angeles Kings,Mike Gaul,CA,D,18,1991,2001,St. Lawrence (ECAC),3,0,0,0,0,4,,,,,,,0,
263,St. Louis Blues,Mike Veisor,US,G,,1991,,Springfield Jr. B,,,,,,,,,,,,,,
264,Chicago Blackhawks,Scott Dean,US,D,,1991,,Lake Forest (High-IL),,,,,,,,,,,,,,
