Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS
220,Dallas Stars,Nick Bootland,CA,LW,,1996,,Guelph (OHL),,,,,,,,,,,,,
221,Edmonton Oilers,John Hultberg,US,G,,1996,,Kingston (OHL),,,,,,,,,,,,,
222,Buffalo Sabres,Scott Buhler,CA,G,,1996,,Medicine Hat (WHL),,,,,,,,,,,,,
223,Hartford Whalers,Craig Adams\adamscr01,BN,RW,19,1996,2015,Harvard (ECAC),951,55,105,160,-82,683,,,,,,,1.9
224,Anaheim Ducks,Tobias Johwelin,SE,LW,,1996,,Malmo (Sweden),,,,,,,,,,,,,
225,New Jersey Devils,Pasi Petrilainen,FI,D,,1996,,Tappara Tampere (Finland),,,,,,,,,,,,,
226,Phoenix Coyotes,Marc-Etienne Hubert,CA,C,,1996,,Chicoutimi (QMJHL),,,,,,,,,,,,,
227,Vancouver Canucks,Lubomir Vaic\vaiclu01,SK,C,19,1996,2000,Kosice (Slovakia),9,1,1,2,-2,2,,,,,,,0
228,Calgary Flames,Ronald Petrovicky\petroro02,SK,RW,19,1996,2007,Prince George (WHL),342,41,51,92,-25,429,,,,,,,5.9
229,St. Louis Blues,Konstantin Shafranov\shafrko01,RU,RW,28,1996,1997,Fort Wayne (IHL),5,2,1,3,1,0,,,,,,,0.4
230,Toronto Maple Leafs,Jared Hope,CA,C,,1996,,Spokane (WHL),,,,,,,,,,,,,
231,Hartford Whalers,Ashkat Rakhmatullin,RU,LW,,1996,,Salavat Yulayev Ufa (KHL),,,,,,,,,,,,,
232,Washington Capitals,Chad Cavanagh,CA,C,,1996,,London (OHL),,,,,,,,,,,,,
233,Montreal Canadiens,Michel Tremblay,CA,LW,,1996,,Shawinigan (QMJHL),,,,,,,,,,,,,
234,Boston Bruins,Anders Soderberg,SE,RW,,1996,,MoDo Ornskoldsvik (Sweden),,,,,,,,,,,,,
235,Florida Panthers,Russell Smith,CA,D,,1996,,Hull (QMJHL),,,,,,,,,,,,,
236,Chicago Blackhawks,Andrei Kozyrev,RU,D,,1996,,Cherepovets (KHL),,,,,,,,,,,,,
237,New York Rangers,Ronnie Sundin\sundiro01,SE,D,25,1996,1998,Vastra Frolunda (Sweden),1,0,0,0,0,0,,,,,,,0
238,Pittsburgh Penguins,Timo Seikkula,FI,C,,1996,,Junkkarit Kalajoki FIN (Finland-2),,,,,,,,,,,,,
239,Ottawa Senators,Sami Salo\salosa01,FI,D,22,1996,2014,TPS Turku (Finland),878,99,240,339,130,286,,,,,,,72.9
240,Colorado Avalanche,Justin Clark,US,RW,,1996,,Michigan (CCHA),,,,,,,,,,,,,
241,Detroit Red Wings,Eugeny Afanasiev,RU,LW,,1996,,Detroit L.C. Midgets,,,,,,,,,,,,,
