Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
219,San Jose Sharks,Alexander Kholomeyev,RU,LW,,1992,,Izhorets (Russia-2),,,,,,,,,,,,,,
220,Quebec Nordiques,Anson Carter,CA,RW,18,1992,2007,Wexford (MJHL),674,202,219,421,-12,229,,,,,,,45.1,
221,Toronto Maple Leafs,Sergei Simonov,RU,D,,1992,,Kristall Saratov (Russia-2),,,,,,,,,,,,,,
222,Calgary Flames,Jonas Hoglund,SE,LW,20,1992,2003,Farjestad (Sweden),545,117,145,262,-4,112,,,,,,,25.2,
223,Philadelphia Flyers,Chris Herperger,CA,C,18,1992,2003,Swift Current (WHL),169,18,25,43,-9,75,,,,,,,2.7,
224,New York Islanders,David Wainwright,US,D,,1992,,Thayer Academy (High-MA),,,,,,,,,,,,,,
225,Hartford Whalers,Steven Halko,CA,D,18,1992,2003,Thornhill (MJHL),155,0,15,15,-2,71,,,,,,,4.9,
226,Minnesota North Stars,Jeff Romfo,US,C,,1992,,Blaine (High-MN),,,,,,,,,,,,,,
227,Buffalo Sabres,Rick Kowalsky,CA,RW,,1992,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
228,Winnipeg Jets,Yevgeny Garanin,RU,C,,1992,,Khimik Voskresensk (Russia-2),,,,,,,,,,,,,,
229,Winnipeg Jets,Teemu Numminen,FI,C,,1992,,Stoneham (High-MA),,,,,,,,,,,,,,
230,St. Louis Blues,Yuri Gunko,UZ,D,,1992,,Sokol Kiev (Russia),,,,,,,,,,,,,,
231,Los Angeles Kings,Ryan Pisiak,CA,RW,,1992,,Prince Albert (WHL),,,,,,,,,,,,,,
232,Boston Bruins,Chris Crombie,CA,LW,,1992,,London (OHL),,,,,,,,,,,,,,
233,Chicago Blackhawks,Richard Raymond,CA,D,,1992,,Cornwall (OHL),,,,,,,,,,,,,,
234,New Jersey Devils,Heath Weenk,CA,D,,1992,,Regina (WHL),,,,,,,,,,,,,,
235,Pittsburgh Penguins,Brian Callahan,US,C,,1992,,Belmont Hill (High-MA),,,,,,,,,,,,,,
236,Montreal Canadiens,Trent Cavicchi,CA,G,,1992,,Dartmouth Midgets,,,,,,,,,,,,,,
237,Vancouver Canucks,Mark Wotton,CA,D,18,1992,2001,Saskatoon (WHL),43,3,6,9,7,25,,,,,,,2.3,
238,Detroit Red Wings,Dan McGillis,CA,D,20,1992,2006,Hawkesbury (CJHL),634,56,182,238,40,570,,,,,,,48.7,
239,Washington Capitals,Gregory Callahan,US,D,,1992,,Belmont Hill (High-MA),,,,,,,,,,,,,,
240,New York Rangers,Vladimir Vorobiev,RU,LW,19,1992,1999,Cherepovets (KHL),33,9,7,16,-5,14,,,,,,,1.4,
241,Tampa Bay Lightning,Tom MacDonald,CA,C,,1992,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
242,Ottawa Senators,Tomas Jelinek,CZ,RW,30,1992,1993,HPK Hameenlinna (Finland),49,7,6,13,-21,52,,,,,,,0,
243,San Jose Sharks,Victor Ignatjev,LV,D,22,1992,1999,Riga (Latvia-Jr.),11,0,1,1,-3,6,,,,,,,0,
244,Quebec Nordiques,Aaron Ellis,US,G,,1992,,Culver Military Academy (High-IN),,,,,,,,,,,,,,
245,Toronto Maple Leafs,Nathan Dempsey,CA,D,18,1992,2007,Regina (WHL),260,21,67,88,-7,120,,,,,,,15.2,
246,Calgary Flames,Andrei Potaichuk,RU,RW,,1992,,Krylja Sovetov (Russia),,,,,,,,,,,,,,
247,Philadelphia Flyers,Patrice Paquin,CA,LW,,1992,,Beauport (QMJHL),,,,,,,,,,,,,,
248,New York Islanders,Andrei Vasilyev,RU,LW,20,1992,1999,CSKA Moscow (Russia),16,2,5,7,-1,6,,,,,,,0.4,
249,Hartford Whalers,Joacim Esbjors,SE,D,,1992,,Vastra Frolunda (Sweden),,,,,,,,,,,,,,
250,Minnesota North Stars,Jeffrey Moen,US,G,,1992,,Roseville (High-MN),,,,,,,,,,,,,,
251,Buffalo Sabres,Chris Clancy,CA,LW,,1992,,Cornwall (OHL),,,,,,,,,,,,,,
252,Winnipeg Jets,Andrei Karpovstev,RU,RW,,1992,,Dynamo Moscow (Russia),,,,,,,,,,,,,,
253,Edmonton Oilers,Bryan Rasmussen,US,LW,,1992,,St. Louis Park (High-MN),,,,,,,,,,,,,,
254,Winnipeg Jets,Ivan Vologzhaninov,RU,RW,,1992,,Sokol Kiev (Russia),,,,,,,,,,,,,,
255,Los Angeles Kings,Jukka Tiilikainen,FI,LW,,1992,,Kiekko-Espoo (Finland),,,,,,,,,,,,,,
256,Boston Bruins,Denis Chervyakov,RU,D,22,1992,1993,Riga (Latvia-Jr.),2,0,0,0,-1,2,,,,,,,0,
257,Boston Bruins,Yevgeny Pavlov,RU,RW,,1992,,SKA Leningrad (KHL),,,,,,,,,,,,,,
258,New Jersey Devils,Vladislav Yakovenko,RU,LW,,1992,,Argus Moscow,,,,,,,,,,,,,,
259,St. Louis Blues,Wade Salzman,US,G,,1992,,Duluth East (High-MN),,,,,,,,,,,,,,
260,Montreal Canadiens,Hiroyuki Miura,JP,D,,1992,,,,,,,,,,,,,,,,
261,Vancouver Canucks,Aaron Boh,CA,D,,1992,,Spokane (WHL),,,,,,,,,,,,,,
262,Detroit Red Wings,Ryan Bach,CA,G,18,1992,1999,Notre Dame. (SJHL),3,0,0,0,0,0,3,0,3,0,0.879,4.45,0.2,
263,Washington Capitals,Billy Jo MacPherson,CA,LW,,1992,,Oshawa (OHL),,,,,,,,,,,,,,
264,Ottawa Senators,Petter Ronnqvist,SE,G,,1992,,Nacka (Sweden),,,,,,,,,,,,,,
