Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS
219,San Jose Sharks,Mark Smith\smithma01,CA,C,19,1997,2008,Lethbridge (WHL),377,23,47,70,-10,457,,,,,,,3.2
220,Los Angeles Kings,Konrad Brand,CA,D,,1997,,Medicine Hat (WHL),,,,,,,,,,,,,
221,Toronto Maple Leafs,Jonathan Hedstrom\hedstjo01,SE,RW,19,1997,2006,Skelleftea (Sweden),83,13,14,27,1,48,,,,,,,1.6
222,New York Islanders,Ryan Clark,CA,D,,1997,,Lincoln (USHL),,,,,,,,,,,,,
223,Calgary Flames,Dustin Paul,CA,RW,,1997,,Moose Jaw (WHL),,,,,,,,,,,,,
224,Tampa Bay Lightning,Paul Comrie\comripa01,CA,C,20,1997,2000,Denver (WCHA),15,1,2,3,-2,4,,,,,,,0.1
225,Carolina Hurricanes,Kent McDonell\mcdonke01,CA,RW,18,1997,2004,Guelph (OHL),32,1,2,3,-8,36,,,,,,,-0.3
226,Washington Capitals,Matt Oikawa,CA,RW,,1997,,St. Lawrence (ECAC),,,,,,,,,,,,,
227,Vancouver Canucks,Peter Brady,CA,G,,1997,,Powell River (BCHL),,,,,,,,,,,,,
228,Montreal Canadiens,Jarl Espen Ygranes,NO,D,,1997,,Furuset,,,,,,,,,,,,,
229,Ottawa Senators,Karel Rachunek\rachuka01,CZ,D,18,1997,2008,ZPS Zlin Jr. (Czech-Jr.),371,22,118,140,49,227,,,,,,,28
230,Chicago Blackhawks,Chris Feil,US,D,,1997,,Ohio State (CCHA),,,,,,,,,,,,,
231,Edmonton Oilers,Alexander Fomichev,RU,G,,1997,,St. Albert (AJHL),,,,,,,,,,,,,
232,St. Louis Blues,Dmitri Plekhanov,RU,D,,1997,,Neftekhimik (KHL),,,,,,,,,,,,,
233,Phoenix Coyotes,Wyatt Smith\smithwy01,US,C,20,1997,2008,Minnesota-Duluth (WCHA),211,10,22,32,-18,65,,,,,,,-0.2
234,Pittsburgh Penguins,Eric Lind,US,D,,1997,,Avon Old Farms (High-CT),,,,,,,,,,,,,
235,Anaheim Ducks,Tommi Degerman,FI,LW,,1997,,Boston University (H-East),,,,,,,,,,,,,
236,New York Rangers,Richard Miller,US,D,,1997,,Providence (H-East),,,,,,,,,,,,,
237,Florida Panthers,Benoit Cote,CA,C,,1997,,Shawinigan (QMJHL),,,,,,,,,,,,,
238,Buffalo Sabres,Dylan Kemp,CA,D,,1997,,Lethbridge (WHL),,,,,,,,,,,,,
239,Detroit Red Wings,Greg Willers,CA,D,,1997,,Kingston (OHL),,,,,,,,,,,,,
240,Philadelphia Flyers,Par Styf,SE,D,,1997,,MoDo Ornskoldsvik (Sweden),,,,,,,,,,,,,
241,New Jersey Devils,Jan Srdinko,CZ,D,,1997,,Petra Vsetin (Czech),,,,,,,,,,,,,
242,Dallas Stars,Brett McLean\mcleabr01,CA,C,19,1997,2009,Kelowna (WHL),385,56,106,162,-28,204,,,,,,,12
243,Colorado Avalanche,Kyle Kidney,US,LW,,1997,,Salisbury (High-CT),,,,,,,,,,,,,
244,St. Louis Blues,Marek Ivan,CZ,C,,1997,,Lethbridge (WHL),,,,,,,,,,,,,
245,Colorado Avalanche,Stephen Lafleur,CA,D,,1997,,Ottawa (OHL),,,,,,,,,,,,,
246,Boston Bruins,Jay Henderson\hendeja01,CA,LW,18,1997,2001,Edmonton (WHL),33,1,3,4,-1,37,,,,,,,0.2
