Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
217,Montreal Canadiens,Oskari Korpikari,FI,D,19,2003,,Karpat Oulu ( ),,,,,,,,,,,,,,
218,Anaheim Ducks,Dirk Southern,CA,C,20,2003,,Northern Michigan (CCHA),,,,,,,,,,,,,,
219,Minnesota Wild,Adam Courchaine,CA,C,19,2003,,Vancouver (WCHL),,,,,,,,,,,,,,
220,Toronto Maple Leafs,Jeremy Williams,CA,RW,19,2003,2011,Swift Current (WHL),32,9,2,11,0,6,,,,,,,1.5,
221,St. Louis Blues,Evgeny Skachkov,RU,LW,19,2003,,Kapitan Jr. (Russia),,,,,,,,,,,,,,
222,Vancouver Canucks,Francois-Pierre Guenette,CA,C,19,2003,,Halifax (QMJHL),,,,,,,,,,,,,,
223,Florida Panthers,Dany Roussin,CA,C,18,2003,,Rimouski (QMJHL),,,,,,,,,,,,,,
224,Tampa Bay Lightning,Gerald Coleman,US,G,18,2003,2006,London (OHL),2,0,0,0,0,0,2,0,0,1,0.882,2.77,0.1,
225,Colorado Avalanche,Brett Hemingway,CA,RW,19,2003,,Coquitlam (BCHL),,,,,,,,,,,,,,
226,Detroit Red Wings,Tomas Kollar,SE,LW,21,2003,,Hammarby (Sweden),,,,,,,,,,,,,,
227,Tampa Bay Lightning,Jay Rosehill,CA,LW,18,2003,2014,Olds (AJHL),117,5,3,8,-24,352,,,,,,,-0.1,
228,Ottawa Senators,Will Colbert,CA,D,18,2003,,Ottawa (OHL),,,,,,,,,,,,,,
229,Pittsburgh Penguins,Stephen Dixon,CA,C,18,2003,,Cape Breton (QMJHL),,,,,,,,,,,,,,
230,Carolina Hurricanes,Jamie Hoffmann,US,C,19,2003,,Des Moines (USHL),,,,,,,,,,,,,,
231,Los Angeles Kings,Matt Zaba,CA,G,20,2003,2010,Vernon (BCHL),1,0,0,0,0,0,1,0,0,0,0.875,3.56,0,
232,Pittsburgh Penguins,Joe Jensen,US,C,20,2003,2008,St. Cloud State (WCHA),6,1,0,1,1,2,,,,,,,0.2,
233,Columbus Blue Jackets,Mathieu Gravel,CA,LW,18,2003,,Shawinigan (QMJHL),,,,,,,,,,,,,,
234,Florida Panthers,Petr Kadlec,CZ,D,26,2003,,Slavia Praha ( ),,,,,,,,,,,,,,
235,Buffalo Sabres,Jeff Weber,CA,G,18,2003,,Plymouth (OHL),,,,,,,,,,,,,,
236,San Jose Sharks,Alexander Hult,SE,C,18,2003,,Tranas ( ),,,,,,,,,,,,,,
237,Toronto Maple Leafs,Shaun Landolt,CA,RW,18,2003,,Calgary (WHL),,,,,,,,,,,,,,
238,New York Islanders,Cody Blanshan,US,D,19,2003,,U. Nebraska-Omaha (CCHA),,,,,,,,,,,,,,
239,Atlanta Thrashers,Toby Enstrom,SE,D,18,2003,2018,MODO Ornskoldsvik ( ),719,54,254,308,5,422,,,,,,,50.9,
240,Calgary Flames,Cam Cunning,CA,LW,18,2003,,Kamloops (WHL),,,,,,,,,,,,,,
241,Montreal Canadiens,Jimmy Bonneau,CA,LW,18,2003,,Montreal (QMJHL),,,,,,,,,,,,,,
242,Phoenix Coyotes,Eduard Lewandowski,RU,LW,23,2003,,Koln ( ),,,,,,,,,,,,,,
243,New York Rangers,Jan Marek,CZ,C,23,2003,,Trinec (Czech),,,,,,,,,,,,,,
244,Los Angeles Kings,Mike Sullivan,CA,C,19,2003,,Stouffville (OPJHL),,,,,,,,,,,,,,
245,Chicago Blackhawks,Dustin Byfuglien,US,D,18,2003,2019,Prince George (WHL),869,177,348,525,-8,1094,,,,,,,85.6,
246,New York Islanders,Igor Volkov,RU,RW,20,2003,,Salavat Yulayev Ufa ( ),,,,,,,,,,,,,,
247,Boston Bruins,Benoit Mondou,CA,C,18,2003,,Shawinigan (QMJHL),,,,,,,,,,,,,,
248,Edmonton Oilers,Josef Hrabal,CZ,D,18,2003,,Vsetin Jr. (Czech),,,,,,,,,,,,,,
249,Washington Capitals,Andrew Joudrey,CA,C,19,2003,2012,Notre Dame (SJHL),1,0,0,0,0,0,,,,,,,0,
250,Anaheim Ducks,Shane O'Brien,CA,D,20,2003,2015,St. Michael's (OHL),537,13,79,92,6,916,,,,,,,21,
251,Minnesota Wild,Mathieu Melanson,US,LW,18,2003,,Chicoutimi (QMJHL),,,,,,,,,,,,,,
252,Vancouver Canucks,Sergei Topol,RU,C,18,2003,,Avangard Omsk ( ),,,,,,,,,,,,,,
253,St. Louis Blues,Andrei Pervyshin,RU,D,18,2003,,Lokomotiv Yaroslavl 2 ( ),,,,,,,,,,,,,,
254,Vancouver Canucks,Nathan McIver,CA,D,18,2003,2009,St. Michael's (OHL),36,0,1,1,-9,95,,,,,,,-0.3,
255,Tampa Bay Lightning,Raimonds Danilics,LV,RW,18,2003,,Stalkers (Latvia-Jr.),,,,,,,,,,,,,,
256,Tampa Bay Lightning,Brady Greco,US,D,20,2003,,Chicago (USHL),,,,,,,,,,,,,,
257,Colorado Avalanche,Darryl Yacboski,CA,D,18,2003,,Regina (WHL),,,,,,,,,,,,,,
258,Detroit Red Wings,Vladimir Kutny,SK,LW,18,2003,,Quebec (QMJHL),,,,,,,,,,,,,,
259,Dallas Stars,Niko Vainio,FI,D,18,2003,,Jokerit Helsinki Jr. (Finland-Jr.),,,,,,,,,,,,,,
260,Ottawa Senators,Ossi Louhivaara,FI,RW,20,2003,,KooKoo Kouvola ( ),,,,,,,,,,,,,,
261,New Jersey Devils,Joey Tenute,CA,C,20,2003,2006,Sarnia (OHL),1,0,0,0,0,0,,,,,,,0,
262,Carolina Hurricanes,Ryan Rorabeck,CA,C,18,2003,,St. Michael's (OHL),,,,,,,,,,,,,,
263,Pittsburgh Penguins,Matt Moulson,CA,LW,19,2003,2018,Cornell (ECAC),650,176,193,369,-42,122,,,,,,,42.2,
264,Florida Panthers,John Hecimovic,CA,RW,19,2003,,Sarnia (OHL),,,,,,,,,,,,,,
265,Florida Panthers,Tanner Glass,CA,LW,19,2003,2018,Nanaimo (BCHL),527,24,45,69,-55,658,,,,,,,-2.1,
266,Buffalo Sabres,Louis-Philippe Martin,CA,RW,18,2003,,Baie-Comeau (QMJHL),,,,,,,,,,,,,,
267,San Jose Sharks,Brian O'Hanley,US,D,18,2003,,Bos. College High (High-MA),,,,,,,,,,,,,,
268,Nashville Predators,Lauris Darzins,LV,RW,18,2003,,Lukko Rauma Jr. (Finland-Jr.),,,,,,,,,,,,,,
269,Atlanta Thrashers,Rylan Kaip,CA,C,19,2003,,Notre Dame (SJHL),,,,,,,,,,,,,,
270,Calgary Flames,Kevin Harvey,CA,LW,19,2003,,Georgetown ( ),,,,,,,,,,,,,,
271,Montreal Canadiens,Jaroslav Halak,SK,G,18,2003,2022,Bratislava Jr. (Slovak-Jr.),556,0,12,12,0,16,556,285,180,64,0.916,2.49,99.5,
272,Phoenix Coyotes,Sean Sullivan,US,D,19,2003,,St. Sebastian's (High-MA),,,,,,,,,,,,,,
273,Tampa Bay Lightning,Albert Vishnyakov,RU,LW,19,2003,,Ak Bars Kazan ( ),,,,,,,,,,,,,,
274,Los Angeles Kings,Marty Guerin,US,RW,20,2003,,Des Moines (USHL),,,,,,,,,,,,,,
275,Chicago Blackhawks,Michael Grenzy,US,D,19,2003,,Chicago (USHL),,,,,,,,,,,,,,
276,San Jose Sharks,Carter Lee,US,RW,19,2003,,Canterbury (High-CT),,,,,,,,,,,,,,
277,Boston Bruins,Kevin Regan,US,G,19,2003,,St. Sebastian's (High-MA),,,,,,,,,,,,,,
278,Edmonton Oilers,Troy Bodie,CA,RW,18,2003,2015,Kelowna (WHL),159,9,12,21,-9,172,,,,,,,0.5,
279,Washington Capitals,Mark Olafson,CA,RW,18,2003,,Kelowna (WHL),,,,,,,,,,,,,,
280,Anaheim Ducks,Ville Mantymaa,FI,D,18,2003,,Tappara Tampere (Finland),,,,,,,,,,,,,,
281,Minnesota Wild,Jean-Michel Bolduc,US,D,18,2003,,Quebec (QMJHL),,,,,,,,,,,,,,
282,Chicago Blackhawks,Chris Porter,CA,C,19,2003,2016,Lincoln (USHL),234,15,19,34,-13,39,,,,,,,1.1,
283,Columbus Blue Jackets,Trevor Hendrikx,CA,D,18,2003,,Peterborough (OHL),,,,,,,,,,,,,,
284,St. Louis Blues,Juhamatti Aaltonen,FI,RW,18,2003,,Karpat Oulu Jr. ( ),,,,,,,,,,,,,,
285,Vancouver Canucks,Matthew Hansen,CA,D,18,2003,,Seattle (WHL),,,,,,,,,,,,,,
286,Tampa Bay Lightning,Zbynek Hrdel,CZ,C,18,2003,,Rimouski (QMJHL),,,,,,,,,,,,,,
287,Tampa Bay Lightning,Nick Tarnasky,CA,C,18,2003,2010,Lethbridge (WHL),245,13,17,30,-30,297,,,,,,,0.3,
288,Colorado Avalanche,David Jones,CA,RW,19,2003,2016,Coquitlam (BCHL),462,104,87,191,-42,122,,,,,,,18.9,
289,Detroit Red Wings,Mikael Johansson,SE,C,18,2003,,Arvika ( ),,,,,,,,,,,,,,
290,Phoenix Coyotes,Loic Burkhalter,CH,C,23,2003,,Ambri-Piotta ( ),,,,,,,,,,,,,,
291,Ottawa Senators,Brian Elliott,CA,G,18,2003,2022,Ajax (OPJHL),521,0,10,10,0,12,521,267,159,52,0.91,2.53,77.7,
292,New Jersey Devils,Arseny Bondarev,RU,LW,18,2003,,Lokomotiv Yaroslavl 2 (Russia-3),,,,,,,,,,,,,,
